"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Taiwan Cement Corporation",TW0001101004,"Well-below 2°C",,,"Taiwan, Province of China",Asia,"Construction Materials","Targets Set","2020-07-01 00:00:00",,"Taiwan cement manufacturer Taiwan Cement Corp. (TCC) commits to reduce scope 1 GHG emissions 11% per ton of cementitious materials by 2025 from a 2016 base year. Taiwan Cement also commits to reduce scope 2 GHG emissions 32% per ton of cementitious materials within the same timeframe.**The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Taiwan Mobile Co., Ltd",TW0003045001,"Well-below 2°C",,,"Taiwan, Province of China",Asia,"Telecommunication Services","Targets Set","2021-06-01 00:00:00",,"Taiwan Mobile Co. Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year. Taiwan Mobile Co. Ltd. also commits to reduce absolute scope 3 GHG emissions 15% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Takasago International Corporation",JP3454400007,"Well-below 2°C",,,Japan,Asia,"Consumer Durables, Household and Personal Products","Targets Set","2021-06-01 00:00:00",,"Takasago International Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 27.5% by FY2030/31 from a FY2019/20 base year. Takasago International Corporation also commits to reduce absolute scope 3 GHG emissions 13.5% within the same timeframe.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Takasago Thermal Engineering",,"Well-below 2°C",,,Japan,Asia,"Construction and Engineering","Targets Set","2021-03-01 00:00:00",,"Takasago Thermal Engineering commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year. Takasago Thermal Engineering also commits to reduce absolute scope 3 GHG emissions 14% by 2030 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Takeda Pharmaceutical Company",JP3463000004,1.5°C,,1,Japan,Asia,"Pharmaceuticals, Biotechnology and Life","Targets Set","2020-04-01 00:00:00",,"Takeda Pharmaceutical Company commits to reduce absolute scope 1 and 2 GHG emissions 40% by FY2025 from a FY2016 base year. Takeda Pharmaceutical Company also commits to reduce absolute scope 1 and 2 GHG emissions 100% by FY2040 from a FY2016 base year. Furthermore, Takeda Pharmaceutical Company commits that 67% of its suppliers by emissions covering purchased goods and services, capital goods and upstream transportation and distribution, will have science-based targets by 2024.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TALAWAKELLE TEA ESTATES PLC",LK0311N00007,1.5°C,,1,"Sri Lanka",Asia,"Food Production - Agricultural Production","Targets Set","2021-07-01 00:00:00",,"Talawakelle Tea Estates PLC commits to reduce absolute scope 1 and scope 2 GHG emissions 50.4% by FY 2029/30 from a FY 2018/19 base year*. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Target Corporation",US87612E1064,2°C,,1,"United States of America (USA)","North America",Retailing,"Targets Set","2019-03-01 00:00:00",,"US retailer Target commits to reduce absolute scope 1 and 2 emissions and scope 3 GHG emissions from retail purchased goods and services 30% by 2030 from a 2017 base-year. Target also commits that 80% of its suppliers by spend covering all purchased goods and services will set science-based scope 1 and scope 2 targets by 2023.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"TATA CHEMICALS LIMITED",INE092A01019,"Well-below 2°C",,,India,Asia,Chemicals,"Targets Set","2020-12-10 00:00:00",,"Tata Chemicals Limited commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"TATA GLOBAL BEVERAGES Ltd.",INE192A01025,,,,India,Asia,"Food and Beverage Processing",Committed,"2019-08-01 00:00:00",,,
"Tate & Lyle PLC",,"Well-below 2°C",,,"United Kingdom (UK)",Europe,"Food and Beverage Processing","Targets Set","2020-09-01 00:00:00",,"Tate & Lyle PLC commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2019 base year.*Tate & Lyle PLC also commits to reduce absolute scope 3 GHG emissions 15% over the same target period.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Taylor Wimpey",,1.5°C,,,"United Kingdom (UK)",Europe,Homebuilding,"Targets Set","2021-03-01 00:00:00",,"Taylor Wimpey plc commits to reduce scope 1 and 2 GHG emissions 36% per 100 m2 of completed floor area by 2025 from a 2019 base year. Taylor Wimpey plc also commits to reduce scope 3 GHG emissions 24% per 100 m2 of completed floor area by 2030 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TCC S.A.S.",,,,,Colombia,"Latin America","Aerospace and Defense",Committed,"2020-04-01 00:00:00",,,
"Tchibo GmbH",,1.5°C,,1,Germany,Europe,Retailing,"Targets Set","2020-05-01 00:00:00",,"Tchibo GmbH commits to reduce absolute scope 1 and 2 GHG emissions 51% by 2030 from a 2018 base year. Tchibo GmbH also commits to reduce absolute scope 3 GHG emissions 15% by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TDC A/S",DK0060228559,1.5°C,,1,Denmark,Europe,"Telecommunication Services","Targets Set","2021-08-01 00:00:00",,"TDC A/S commits to reduce absolute scope 1 and 2 GHG emissions 56% by 2030 from a 2020 base year. TDC A/S also commits to reduce absolute scope 3 GHG emissions 42% over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Teachers Mutual Bank",,,,,Australia,Oceania,"Banks, Diverse Financials, Insurance",Committed,"2015-11-01 00:00:00",,,
"Tech Mahindra",INE669C01036,2°C,,1,India,Asia,"Software and Services","Targets Set","2019-02-01 00:00:00",,"Indian multinational provider of information technology Tech Mahindra commits to reduce absolute scopes 1 and 2 GHG emissions 22% by 2030 and 50% by 2050, from a 2016 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Ted Baker",GB0001048619,,,,"United Kingdom (UK)",Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2019-10-01 00:00:00",,,
"Tele2 AB",,1.5°C,,,Sweden,Europe,"Telecommunication Services","Targets Set","2021-05-01 00:00:00",,"Tele2 AB commits to reduce absolute scope 1 and 2 GHG emissions 90% by 2025 and 100% by 2029 from a 2019 base year. Tele2 AB commits to reduce scope 3 GHG emissions 60% per subscription by 2029 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
TELEFÓNICA,ES0178430E18,1.5°C,,1,Spain,Europe,"Telecommunication Services","Targets Set","2021-07-01 00:00:00",,"Telefonica commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2025, and 80% by 2030 from a 2015 base year. Telefonica commits to reduce absolute scope 3 GHG emissions from fuel and energy related activities 25% by 2025 from a 2016 base year. TelefÃ³nica commits to reduce scope 3 GHG emissions from purchased goods and services and capital goods 30% per euro purchased by 2025 from a 2016 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Telenor Group",NO0010063308,1.5°C,,,Norway,Europe,"Telecommunication Services","Targets Set","2021-05-01 00:00:00",,"The multinational telecommunications company Telenor Group commits to reduce absolute scope 1 and 2 GHG emissions 57% by 2030 from a 2019 base year. Telenor Group commits that 68% of its suppliers by spend covering purchased goods and services and capital goods will have science based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Telia Company AB",SE0000667925,1.5°C,,1,Sweden,Europe,"Telecommunication Services","Targets Set","2020-12-17 00:00:00",,"Telia Company commits to reduce absolute scope 1 and 2 GHG emission 50% by 2025 from a 2018 base year. Telia Company commits to reduce absolute scope 3 GHG emissions from use of sold products 29% by 2025 from a 2018 base year. Telia Company commits that 72% of its suppliers by emissions covering purchased goods and services and capital goods, will have science-based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Telstra,AU000000TLS2,,,1,Australia,Oceania,"Telecommunication Services",Committed,"2020-02-01 00:00:00",,,
"Tendam Retail S.A.",,1.5°C,,1,Spain,Europe,Retailing,"Targets Set","2021-09-01 00:00:00",,"Tendam commits to reduce absolute scope 1 and 2 GHG emissions 46.2% by FY2030/31 from a FY2019/20 base year. Tendam commits to increase annual sourcing of renewable electricity from 12% in FY2019/20 to 100% by FY2029/30. Tendam commits to reduce scope 3 GHG emissions 62% per M€ turnover by FY2030/31 from a FY2019/20 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tennant Company",US8803451033,2°C,,,"United States of America (USA)","North America","Electrical Equipment and Machinery","Targets Set","2018-04-01 00:00:00",,"Global manufacturer of commercial cleaning equipment and solutions Tennant Company commits to reduce absolute scope 1 and 2 emissions 25% by 2030 from a 2016 base year. Tennant also commits to reduce scope 3 use of sold products emissions 50% per $USD of equipment revenue by 2030 from a 2016 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"TenneT Holding B.V.",,,,1,Netherlands,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",Committed,"2019-12-01 00:00:00",,,
"Terumo Corporatio",,"Well-below 2°C",,,Japan,Asia,"Healthcare Equipment and Supplies","Targets Set","2020-04-01 00:00:00",,"Terumo Corporation commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. Terumo Corporation commits to reduce Scope 3 GHG emissions 60% per unit of revenue by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
Tesco,GB0008847096,1.5°C,,1,"United Kingdom (UK)",Europe,"Food and Staples Retailing","Targets Set","2017-06-01 00:00:00",,"British multinational grocery and general merchandise retailer Tesco commits to reduce scope 1 and 2 GHG emissions 60% by 2025, using a 2015 base-year. Tesco also commits to reduce its scope 3 GHG emissions 17% by 2030, using a 2015 base-year. The emissions categories covered by the scope 3 target are purchased goods and services (supply chain), fuel and energy related activities, upstream transportation and distribution, and waste generated in operations. ","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TETRA PAK",,1.5°C,,,Sweden,Europe,"Containers and Packaging","Targets Set","2020-10-01 00:00:00",,"Tetra Pak commits to reduce absolute scope 1, 2 and 3 GHG emissions 46% by 2030 from a 2019 base year*.The scope 3 target includes all relevant emissions including purchased materials, use of sold equipment and end of life treatment of post consumer cartons. Tetra Pak commits to increase annual use of renewableelectricity from 69% in 2019 to 100% by 2030.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
Thalys,,"Well-below 2°C",,,Belgium,Europe,"Ground Transportation - Railroads Transportation","Targets Set","2015-10-01 00:00:00",,"International high-speed train operator Thalys commits to reduce corporate scope 1, 2 and 3 GHG emissions per passenger kilometer by 41.4% by 2020, compared to a 2008 base-year. Scope 3 emissions covered by the target are approximately 50% of the total scope 3 carbon footprint. For the other 50%, Thalys commits to engage with the maintenance management suppliers to formulate more explicit targets to reduce these emissions. Read the Thalys Case Study.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Anderson-DuBose Company",,2°C,,,"United States of America (USA)","North America","Ground Transportation - Trucking Transportation","Targets Set","2020-02-01 00:00:00",,"Logistics service provider Anderson DuBose commits to reduce scope 1, 2, and 3 GHG emissions by 39% per short ton of goods delivered by 2030 from a 2015 base year.**The target boundary includes biogenic emissions and removals associated with the use of bioenergy.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"The British Land Company PLC",,1.5°C,,1,"United Kingdom (UK)",Europe,"Real Estate","Targets Set","2021-03-01 00:00:00",,"British Land commits to reduce absolute scope 1 and 2 GHG emissions 51% by FY2030 from a FY2020 base year. British Land also commits to reduce scope 3 GHG emissions 55% per square meter of net lettable area over the same target timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Clorox Company",US1890541097,1.5°C,,,"United States of America (USA)","North America","Consumer Durables, Household and Personal Products","Targets Set","2021-09-01 00:00:00",,"The Clorox Company commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2020 base year*. The Clorox Company also commits to reduce absolute scope 3 GHG emissions from purchased goods and services and use of sold products 25% over the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Co-operative Group Ltd.",,1.5°C,,1,"United Kingdom (UK)",Europe,"Food and Staples Retailing","Targets Set","2019-06-01 00:00:00",,"British consumer co-operative The Co-operative Group commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2025 from a 2016 base year. The Co-operative Group also commits to reduce absolute scope 3 emissions from purchased goods and services, upstream transportation and distribution, waste generated in operations and end-of-life treatment of sold products 11% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Coca-Cola Company",US1912161007,2°C,,,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2019-09-01 00:00:00",,"American multinational manufacturer of nonalcoholic beverage concentrates and syrups. The Coca-Cola Company sets a target to reduce absolute scope 1, 2, and 3 GHG emissions 25% by 2030 from a 2015 base-year. ","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"The Estée Lauder Companies",US5184391044,1.5°C,,,"United States of America (USA)","North America","Consumer Durables, Household and Personal Products","Targets Set","2020-11-05 00:00:00",,"The EstÃ©e Lauder Companies Inc. commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. The EstÃ©e Lauder Companies Inc. also commits to reduce scope 3 GHG emissions from purchased goods and services, upstream transportation and distribution, and business travel 60% per unit revenue over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The HAVI Group, LP",,2°C,,,"United States of America (USA)","North America","Air Freight Transportation and Logistics","Targets Set","2019-05-01 00:00:00",,"Supply chain management company HAVI commits to reduce scope 1, 2 and 3 GHG emissions 40% per metric ton of goods delivered by 2030 from a 2015 base year.**The target boundary includes biogenic emissions and removals associated with the use of bioenergy.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"The Hershey Company",US4278661081,1.5°C,,,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2019-01-01 00:00:00",,"The Hershey Company commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year.* The Hershey Company also commits to reduce absolute scope 3 GHG emissions 25% over the same timeframe. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Hongkong & Shanghai Hotels, Limited",HK0045000319,,,,"Hong Kong",Asia,"Hotels, Restaurants and Leisure, and Tourism Services",Committed,"2020-08-01 00:00:00",,,
"The J.M. Smucker Company",US8326964058,"Well-below 2°C",,,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2021-09-01 00:00:00",,"The J.M. Smucker Company commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.* The J.M. Smucker Company also commits to reduce scope 3 GHG emissions 22% per unit of sold product over the same target period. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Kraft Heinz Company",US5007541064,,,,"United States of America (USA)","North America","Food and Beverage Processing",Committed,"2018-07-01 00:00:00",,,
"The Lux Collective Ltd",,,,1,Mauritius,Africa,"Hotels, Restaurants and Leisure, and Tourism Services",Committed,"2019-10-01 00:00:00",,,
"The Martin-Brower Company, L.C.C.",,"Well-below 2°C",,,"United States of America (USA)","North America","Air Freight Transportation and Logistics","Targets Set","2020-05-01 00:00:00",,"Logistics service provider The Martin-Brower Company commits to reduce scope 1, 2 and 3 GHG emissions 40% per metric ton of goods delivered by 2030 from a 2015 base year.* *The target boundary includes biogenic emissions and removals associated with the use of bioenergy.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Port Authority of New York and New Jersey",,"Well-below 2°C",,,"United States of America (USA)","North America","Air Transportation - Airport Services","Targets Set","2020-09-01 00:00:00",,"The Port Authority of New York and New Jersey commits to reduce absolute scope 1 and 2 GHG emissions 22% by 2025 from a 2017 base year. The Port Authority commits to reduce scope 3 GHG emissions from tunnel, bridges, and bus terminals facilities by 38% per transiting vehicle by 2032 from a 2017 base year. The Port Authority commits to reduce aviation facilities scope 3 GHG emissions 38% per passenger by 2032 from a 2017 base year. The Port Authority also commits to reduce PATH rail system scope 3 GHG emissions 38% per passenger over the same time period.**The target boundary includes bioenergy emissions and removals from biogenic sources","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"The Schneider Group",,,,,Italy,Europe,"Textiles, Apparel, Footwear and Luxury Goods",Committed,"2020-04-01 00:00:00",,,
"The VELUX Group",,1.5°C,,1,Denmark,Europe,"Building Products","Targets Set","2020-08-01 00:00:00",,"The VELUX Group commits to reduce absolute scope 1 and 2 GHG emissions 100% by 2030 from a 2018 base year*. The VELUX Group also commits to reduce absolute scope 3 GHG emissions 50% by 2030 from a 2018 base year.* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"The Warehouse Group",NZWHSE0001S6,,,,"New Zealand",Oceania,Retailing,Committed,"2018-05-01 00:00:00",,,
"Thomson Reuters",CA8849031056,1.5°C,,,Canada,"North America","Software and Services","Targets Set","2020-11-05 00:00:00",,"Thomson Reuters Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Thomson Reuters Corporation commits to reduce absolute scope 3 GHG emissions from fuel and energy-related activities, business travel and employee commuting 25% by 2025 from a 2019 base year. Thomson Reuters Corporation also commits that 65% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Thor Industries, Inc.",,,,1,"United States of America (USA)","North America","Automobiles and Components",Committed,"2020-06-01 00:00:00",,,
"ThoughtWorks, Inc.",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2019-09-01 00:00:00",,,
"thyssenkrupp AG",DE0007500001,"Well-below 2°C",,,Germany,Europe,"Construction and Engineering","Targets Set","2019-08-01 00:00:00",,"German multinational conglomerate thyssenkrupp commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 from a 2018 base year. thyssenkrupp also commits to reduce absolute scope 3 GHG emissions 16% by 2030 from a 2017 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Timberlink Australia | New Zealand",,1.5°C,,,Australia,Oceania,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber","Targets Set","2020-09-01 00:00:00",,"Timberlink Australia commits to reduce scope 1, 2 and 3 GHG emissions 21% per m3 of throughput by FY2030 from a FY2018 base year.*The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tintex Textiles, S.A",,1.5°C,1,1,Portugal,Europe,"Textiles, Apparel, Footwear and Luxury Goods","Targets Set","2021-01-28 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/ Tintex Textiles commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TMG Automotive",,,,1,Portugal,Europe,"Automobiles and Components",Committed,"2019-11-01 00:00:00",,,
"TODA Corporation",JP3627000007,2°C,,,Japan,Asia,"Construction and Engineering","Targets Set","2017-08-01 00:00:00",,"Construction company TODA Corporation commits to reduce absolute Scope 1 and 2 carbon dioxide emissions by 35 percent between 2010 and 2030, based on a 2.1 percent compounding annual reduction target. The annual and mid-term targets support TODA Corporation's 2050 goal of reducing scope 1 and 2 CO2 emissions by 57 percent below 2010 levels. To address value chain emissions, TODA Corporation also commits to reduce the Scope 3 emissions intensity of its constructed product by 55 percent between 2010 and 2050.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Toitū Envirocare",,1.5°C,,1,"New Zealand",Oceania,"Professional Services","Targets Set","2018-11-01 00:00:00",,"Environmental certifications company Toitū Envirocare (formerly Enviro-Mark Solutions Limited) commits to reduce absolute scope 1 and 2 GHG emissions 74% by 2030 from a 2017 base-year. Enviro-Mark Solutions Limited also commits to reduce absolute scope 3 emissions from business travel and employee commuting 57% by 2030 from a 2017 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tokio Marine Holdings, Inc.",JP3910660004,,,,Japan,Asia,"Banks, Diverse Financials, Insurance",Committed,"2018-03-01 00:00:00",,,
"Tokmanni Oy",,1.5°C,,1,Finland,Europe,Retailing,"Targets Set","2020-08-01 00:00:00",,"Tokmanni commits to reduce absolute scope 1 and 2 GHG emissions 70% by 2025 from a 2015 base year. Tokmanni commits that 80% of its suppliers by spend covering purchased goods and services, will have science-based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tokyu Construction Co., Ltd.",,"Well-below 2°C",,,Japan,Asia,"Construction and Engineering","Targets Set","2020-05-01 00:00:00",,"Tokyu Construction Co., Ltd. commits to reduce absolute scope 1 and 2 GHG emissions 30% by 2030 and 100% by 2050 from a 2018 base year. Tokyu Construction Co., Ltd. also commits to reduce absolute scope 3 GHG emissions 30% by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Tokyu Fudosan Holdings Corporation",,1.5°C,,1,Japan,Asia,"Real Estate","Targets Set","2021-06-01 00:00:00",,"Tokyu Fudosan Holdings commits to reduce absolute scope 1 and 2 GHG emissions 46% by FY2030 from a FY2019 base year. Tokyu Fudosan Holdings also commits to reduce absolute scope 3 GHG emissions from purchased goods and services,capital goods,and use of sold products 46% over the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"TOPPAN PRINTING CO., LTD.",JP3629000005,2°C,,,Japan,Asia,"Trading Companies and Distributors, and Commercial Services and Supplies","Targets Set","2019-02-01 00:00:00",,"Japanese global printing company TOPPAN PRINTING commits to reduce absolute Scope 1 2 GHG emissions 30 % by 2030 from a 2017 base-year. TOPPAN PRINTING also commits to reduce absolute Scope 3 GHG emissions 20 % by 2030 from a 2017 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Toshiba Corporation",JP3592200004,"Well-below 2°C",,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2020-12-03 00:00:00",,"Japanese multinational conglomerate Toshiba Corporation commits to reduce absolute scope 1 and 2 GHG emissions 28% by 2030 from a 2019 base year.* Toshiba Corporation also commits to reduce absolute scope 3 GHG emissions from the use of sold products associated with power supply 50% and reduce absolute scope 3 GHG emissions from the use of sold products associated with power consumption 14% over the same timeframe.* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Transurban Group",,1.5°C,,1,Australia,Oceania,"Ground Transportation - Highways and Railtracks","Targets Set","2020-08-01 00:00:00",,"Transurban commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY 2030 from a FY 2019 base year. Transurban commits to reduce Scope 3 GHG emissions from purchased goods and services associated with road infrastructure maintenance and operation 22% per vehicle kilometre travelled by customers by 2030 from a 2019 base year. Transurban commits to reduce scope 3 GHG emissions from capital goods 55% per $M capital expenditure by FY 2030 from a FY 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Tribe Impact Capital LLP",,,,,"United Kingdom (UK)",Europe,"Banks, Diverse Financials, Insurance",Committed,"2019-09-01 00:00:00",,,
Triciclos,,,,1,Chile,"Latin America","Solid Waste Management Utilities",Committed,"2019-11-01 00:00:00",,,
TSKB,TRATSKBW91N0,,,,Turkey,Asia,"Banks, Diverse Financials, Insurance",Committed,"2015-06-01 00:00:00",,,
"Türkiye İş Bankası",,,,,Turkey,Asia,"Banks, Diverse Financials, Insurance",Committed,"2020-10-01 00:00:00",,,
"Tyson Foods, Inc.",US9024941034,2°C,,,"United States of America (USA)","North America","Food and Beverage Processing","Targets Set","2018-09-01 00:00:00",,"Tyson Foods, Inc. commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2016 baseâyear. Tyson Foods, Inc. also commits to reduce Scope 3 GHG emissions from production of poultry, pork and beef (covering 80% of their scope 3 inventory) 30% per ton of finished meat by 2030 from a 2016 baseâyear.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"UAB Ignitis Grupe",,,,1,Lithuania,Europe,"Electric Utilities and Independent Power Producers and Energy Traders (including fossil, alternative and nuclear energy)",Committed,"2019-12-01 00:00:00",,,
"Uber Technologies, Inc.",,,,,"United States of America (USA)","North America","Software and Services",Committed,"2020-09-01 00:00:00",,,
UCB,BE0003739530,"Well-below 2°C",,,Belgium,Europe,"Pharmaceuticals, Biotechnology and Life","Targets Set","2021-04-01 00:00:00",,"UCB commits to reduce absolute scope 1, 2 and 3 GHG emissions 38% by 2030 from a 2015 base year. UCB also commits that 60% of its suppliers by emissions, will have science-based targets by 2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
