"iid","name_"
"IID000000002202913","TC PIPELINES, LP"
"IID000000002183719","SIGMA DESIGNS, INC."
"IID000000002160570","ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED"
"IID000000002227061","Volkswagen Financial Services AG"
"IID000000002176578","NORITAKE CO., LIMITED"
"IID000000002140098","Zhejiang Wanfeng Auto Wheel Co., Ltd."
"IID000000002133055","Money3 Corp Ltd"
"IID000000002227234","LeasePlan Corporation N.V."
"IID000000002178990","Pantheon Resources PLC"
"IID000000002169926","IDB DEVELOPMENT CORPORATION LTD."
"IID000000002132234","ACEA S.P.A."
"IID000000002136481","Hansard Global PLC"
"IID000000002151530","Panda Green Energy Group Limited"
"IID000000002223531","WISCONSIN BELL, INC."
"IID000000002125002","SIGMA PHARMACEUTICALS LIMITED"
"IID000000002141212","CUISINE SOLUTIONS, INC."
"IID000000002158281","Atrium Ljungberg AB"
"IID000000002151952","HYVE GROUP PLC"
"IID000000002160932","CAN FIN HOMES LIMITED"
"IID000000002179360","PERSIMMON PUBLIC LIMITED COMPANY"
"IID000000002126870","INCHCAPE PLC"
"IID000000002228345","WESTPAC SECURITIES NZ LIMITED"
"IID000000002152268","Loxley Public Company Limited"
"IID000000002126576","GW PHARMACEUTICALS PLC"
"IID000000002171420","IRIDEX CORPORATION"
"IID000000002173861","LIMELIGHT NETWORKS, INC."
"IID000000002146900","Shanxi Xishan Coal and Electricity Power Co., Ltd."
"IID000000002184376","SONUS NETWORKS, INC."
"IID000000002151168","EMBRAER S.A."
"IID000000002155591","AK ALROSA PAO"
"IID000000002173641","Lee Feed Mill Public Company Limited"
"IID000000002145416","PI Industries Ltd"
"IID000000002137809","Zee Entertainment Enterprises Limited"
"IID000000002156724","ALFA, S.A.B. de C.V."
"IID000000002150265","COSCO Pacific Limited"
"IID000000002127172","CPI PROPERTY GROUP S.A."
"IID000000002161850","China Petroleum & Chemical Corporation"
"IID000000002186620","TESORO CORPORATION"
"IID000000002139055","Commercial Bank of Dubai PSC"
"IID000000002226613","KEYCORP CAPITAL I"
"IID000000002190044","YADKIN FINANCIAL CORPORATION"
"IID000000002179929","PORTUCEL, S.A."
"IID000000002139416","Al Khalij Commercial Bank (al khaliji) P.Q.S.C."
"IID000000002138313","LINGKARAN TRANS KOTA HOLDINGS BERHAD"
"IID000000002153565","PRINCIPAL FINANCIAL GROUP, INC."
"IID000000002166984","Freightways Ltd"
"IID000000002184017","Slaturfelag Sudurlands svf."
"IID000000002149337","CA, INC."
"IID000000002226287","NATIONWIDE FINANCIAL SERVICES CAPITAL TRUST"
"IID000000002186086","TAIWAN PAIHO LIMITED"
"IID000000002162987","COSCO SHIPPING INTERNATIONAL (SINGAPORE) CO., LTD."
"IID000000002187163","TOWER SEMICONDUCTOR LTD"
"IID000000002172722","KINDOM CONSTRUCTION CORP."
"IID000000002163446","SOLIGENIX, INC."
"IID000000002128968","Reynolds American Inc."
"IID000000002177525","Park Street Nordicom A/S"
"IID000000002160128","BRIDGFORD FOODS CORPORATION"
"IID000000002141153","APOLLO EDUCATION GROUP, INC."
"IID000000002225357","W.R. Grace & Co (Connecticut Division)"
"IID000000002178601","P. H. GLATFELTER COMPANY"
"IID000000002181688","ROPER TECHNOLOGIES, INC."
"IID000000002189339","WATERSTONE FINANCIAL, INC."
"IID000000002145556","UGI CORPORATION"
"IID000000002134428","Etteplan Oyj"
"IID000000002174396","MISAWA HOMES CO.,LTD."
"IID000000002174364","MGM RESORTS INTERNATIONAL"
"IID000000002151980","SALINI IMPREGILO SPA"
"IID000000002140309","Asahi Group Holdings, Ltd."
"IID000000002142017","Chongqing Changan Automobile Co., Ltd."
"IID000000002165734","EURO DISNEY SCA"
"IID000000002225115","AMRESCO, INC."
"IID000000002149501","LEOPALACE21 CORPORATION"
"IID000000002134990","Guizhou Yibai Pharmaceutical Co., Ltd."
"IID000000002162878","COOPER TIRE & RUBBER COMPANY"
"IID000000002140917","Carnival Corporation"
"IID000000002181812","RUENTEX DEVELOPMENT CO.,LTD."
"IID000000002155053","Salamis Tours Holdings Public Ltd"
"IID000000002201206","CHORUS AVIATION INC."
"IID000000002183269","SHAFTESBURY PLC"
"IID000000002126544","Gemalto Holding B.V."
"IID000000002174803","Manz AG"
"IID000000002126354","HOLTEK SEMICONDUCTOR INC."
"IID000000002132536","FIRST BANCORP"
"IID000000002175838","Mitchell's Fruit Farms Ltd"
"IID000000002139044","NEGOCIOS E INMUEBLES S.A."
"IID000000002180146","PRIME ORION PHILS. INC."
"IID000000002180743","RCG Corporation Ltd"
"IID000000002165697","ETHAN ALLEN INTERIORS INC."
"IID000000002226461","United Rentals (North America), Inc."
"IID000000002125606","Chongqing Brewery Co., Ltd."
"IID000000002143781","KOMERI CO.,LTD."
"IID000000002226548","KMART FINANCING I"
"IID000000002145224","Southern National Bancorp of Virginia, Inc."
"IID000000002123730","DOMINION ENERGY, INC"
"IID000000002200876","Shinhan Investment Corp."
"IID000000002182124","SHINYOUNG SECURITIES CO.,LTD"
"IID000000002179657","Synthetic Biologics Inc"
"IID000000002146787","OLYMPIA INDUSTRIES BERHAD"
"IID000000002140843","HOOKER FURNITURE CORPORATION"
"IID000000002156005","Accell Group N.V."
"IID000000002142500","EMECO HOLDINGS LIMITED"
"IID000000002138067","Shandong Chenming Paper Holdings Limited"
"IID000000002165424","Engineers India Ltd"
"IID000000002155521","Aeon Fantasy Co Ltd"
"IID000000002144240","Nissen Holdings Co., Ltd."
"IID000000002181281","REMY COINTREAU S.A."
"IID000000002144029","AxoGen, Inc."
"IID000000002134223","CHEMUNG FINANCIAL CORPORATION"
"IID000000002186859","Tianjin Zhonghuan Semiconductor Co., Ltd."
"IID000000002169106","HEALTHSTREAM, INC."
"IID000000002132539","DELL INC."
"IID000000002141467","MICHIGAN BREWERY, INC."
"IID000000002135670","ACC Limited"
"IID000000002223900","GLOBAL MARINE INC."
"IID000000002139649","LIVZON PHARMACEUTICAL GROUP INC."
"IID000000002124259","First Community Bankshares, Inc."
"IID000000002151157","E-TON SOLAR TECH. CO., LTD"
"IID000000002189908","AVIC Aircraft Co., Ltd."
"IID000000002151083","EL AL ISRAEL AIRLINES LTD"
"IID000000002180628","QUANTUM CORPORATION"
"IID000000002136823","RICARDO PLC"
"IID000000002201602","MORI TRUST Sogo Reit, Inc."
"IID000000002201364","KongZhong Corp"
"IID000000002134110","KANSAI NEROLAC PAINTS LIMITED"
"IID000000002183465","Shenzhen Overseas Chinese Town Co., Ltd."
"IID000000002172831","GOLDEN OCEAN GROUP LIMITED."
"IID000000002169869","IAR SA"
"IID000000002227056","Banco Itau BBA S.A."
"IID000000002183102","Sekisui Plastics Co.,Ltd."
"IID000000002148849","Stanbic IBTC Bank PLC"
"IID000000002200308","Atlantic Power Limited Partnership"
"IID000000002170875","EVERCHINA INTERNATIONAL HOLDINGS COMPANY LIMITED"
"IID000000002156543","Al Ahsa Development Co SJSC"
"IID000000002172043","KOMATSU MINING CORP"
"IID000000002166746","Focus Dynamics Group Bhd"
"IID000000002137845","LIGHT SA"
"IID000000002162590","Companhia de Saneamento do Parana - Sanepar"
"IID000000002152491","InterDigital, Inc."
"IID000000002124820","L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE"
"IID000000002135492","LG ELECTRONICS INC."
"IID000000002132564","B2GOLD CORP."
"IID000000002132891","Lonking Holdings Limited"
"IID000000002149555","YAMAZAKI BAKING CO., LTD."
"IID000000002143554","WEIFA ASA"
"IID000000002132674","HAYNES INTERNATIONAL, INC."
"IID000000002159130","The Bank of Nagoya, Ltd."
"IID000000002124649","DTS CORPORATION"
"IID000000002157104","Amer Sports Oyj"
"IID000000002229021","TAKUGIN FINANCE (CAYMAN) LIMITED"
"IID000000002150695","GOODRICH PETROLEUM CORPORATION"
"IID000000002176699","Namibia Breweries Ltd"
"IID000000002184325","SONAE CAPITAL, SGPS S.A."
"IID000000002166520","FIRST COMMONWEALTH FINANCIAL CORPORATION"
"IID000000002124481","JM Financial Credit Solutions Limited"
"IID000000002154448","Thermax Ltd"
"IID000000002132206","CENTRAL GARDEN & PET COMPANY"
"IID000000002202892","Superior Plus Corp."
"IID000000002140846","PINE TECHNOLOGY HOLDINGS LIMITED"
"IID000000002180946","RAJESH EXPORTS LIMITED"
"IID000000002203017","AK TRANSNEFT' OAO"
"IID000000002178427","OSHKOSH CORPORATION"
"IID000000002132299","Biotage AB"
"IID000000002199230","AUSTRALIAN PIPELINE LIMITED"
"IID000000002163566","Daimler AG"
"IID000000002199936","CITIGROUP FUNDING INC."
"IID000000002158166","ASTRAZENECA PLC"
"IID000000002141002","ESCORTS LIMITED"
"IID000000002178055","The Okinawa Electric Power Company, Incorporated"
"IID000000002123874","CARRIANNA GROUP HOLDINGS COMPANY LIMITED"
"IID000000002190449","ZHONG AN REAL ESTATE LIMITED"
"IID000000002175640","MIDSOUTH BANCORP, INC."
"IID000000002175262","MegaChips Corp"
"IID000000002205654","SUEDWESTBANK Aktiengesellschaft"
"IID000000002143262","Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited"
"IID000000002183338","Shanghai Jahwa United Co., Ltd."
"IID000000002151334","FNB Namibia Holdings Limited"
"IID000000002140410","AIR BERLIN PLC"
"IID000000002140178","WALMART INC."
"IID000000002187591","Turbomecanica SA"
"IID000000002156066","ACME Printing and Packaging PLC"
"IID000000002141798","BEIJING TONGRENTANG CO., LTD"
"IID000000002158968","Banca Nazionale del Lavoro S.p.A."
"IID000000002137500","SHREE CEMENT LIMITED"
"IID000000002148621","Ningxia Younglight Chemicals Co., Ltd"
"IID000000002189889","XCHANGING LIMITED"
"IID000000002174176","Luzerner Kantonalbank AG"
"IID000000002174843","MARFRIG GLOBAL FOODS S.A."
"IID000000002138271","China United Network Communications Limited"
"IID000000002127882","RADWARE LTD."
"IID000000002164363","DOREL INDUSTRIES INC."
"IID000000002150226","Pacific Edge Ltd"
"IID000000002141633","Tokai Tokyo Financial Holdings, Inc."
"IID000000002128620","Recordati Industria Chimica e Farmaceutica S.p.A."
"IID000000002179337","TUTOR PERINI CORPORATION"
"IID000000002163842","DELHAIZE LE LION / DE LEEUW SCA"
"IID000000002134005","THE TRUSTEE FOR DEXUS CPA TRUST"
"IID000000002152491","InterDigital Wireless, Inc."
"IID000000002129074","SUNOCO, INC."
"IID000000002226348","Dexia Bank Belgium SA"
"IID000000002173302","LGT Bank AG"
"IID000000002226963","SOUTH JERSEY GAS COMPANY"
"IID000000002152911","PACE LIMITED"
"IID000000002143543","THE MACERICH COMPANY"
"IID000000002147486","CEBU PROPERTY VENTURES & DEVELOPMENT CORPORATION"
"IID000000002127305","KISOJI CO.,LTD."
"IID000000002135114","KORIAN S.A."
"IID000000002182447","SAGA COMMUNICATIONS, INC."
"IID000000002150134","THE WAREHOUSE GROUP LIMITED"
"IID000000002226394","TOYOTA CREDIT CANADA INC."
"IID000000002146943","SK Discovery Co.,Ltd."
"IID000000002140227","PCCW LIMITED"
"IID000000002177890","CNOOC Canada Inc."
"IID000000002140675","TravelSky Technology Ltd"
"IID000000002143926","ABRIC BERHAD"
"IID000000002140310","AISAN INDUSTRY CO., LTD."
"IID000000002145468","Piccadily Agro Industries Ltd"
"IID000000002165619","ESCALON MEDICAL CORP."
"IID000000002154020","XIAMEN INTERNATIONAL PORT CO., LTD."
"IID000000002163310","D.R. HORTON, INC."
"IID000000002200069","COUNTRYWIDE CAPITAL IV"
"IID000000002199887","CHELTENHAM & GLOUCESTER PLC"
"IID000000002137560","Astana-finance Joint Stock Company"
"IID000000002135829","MARUTI SUZUKI INDIA LIMITED"
"IID000000002147493","FIRST METRO INVESTMENT CORPORATION"
"IID000000002132276","Drillisch Aktiengesellschaft"
"IID000000002183948","SIRIUS XM RADIO INC."
"IID000000002164599","EBEST INVESTMENT & SECURITIES Co., Ltd."
"IID000000002183519","Shindengen Electric Manufacturing Co.,Ltd."
"IID000000002176474","NIDEC CORPORATION"
"IID000000002183949","SIRONA DENTAL SYSTEMS, INC."
"IID000000002141106","PASON SYSTEMS INC."
"IID000000002169262","HERSHA HOSPITALITY TRUST"
"IID000000002225556","ENGIE ENERGIA CHILE S.A."
"IID000000002173157","Woori Investment Bank Co.,Ltd"
"IID000000002155104","SENKO Group Holdings Co.,Ltd."
"IID000000002126791","INSURANCE AUSTRALIA GROUP LIMITED"
"IID000000002182292","SRF LIMITED"
"IID000000002124407","Shanghai Jin Jiang Capital Company Limited"
"IID000000002199382","Ascendas India Trust"
"IID000000002138688","RADIANT LOGISTICS, INC."
"IID000000002128874","BANQUE ROYALE DU CANADA"
"IID000000002171506","Itausa - Investimentos Itau S.A."
"IID000000002168160","GRAINGER PLC"
"IID000000002140784","NATIONAL BANK OF GREECE S.A."
"IID000000002164615","E.SUN FINANCIAL HOLDING COMPANY, LTD."
"IID000000002165868","Evrofarma SA"
"IID000000002150275","EASTMAN CHEMICAL COMPANY"
"IID000000002227665","BANESTO ISSUANCES LTD."
"IID000000002185820","TOHOKUSHINSHA FILM CORPORATION"
"IID000000002228546","STATNETT SF"
"IID000000002133071","Rengo Co., Ltd."
"IID000000002141339","AKSA AKRILIK KIMYA SANAYII ANONIM SIRKETI"
"IID000000002163207","curasan AG"
"IID000000002127880","Oriental Weavers Carpet Co. S.A.E."
"IID000000002141893","UK MAIL GROUP LIMITED"
"IID000000002175697","EMD MILLIPORE CORPORATION"
"IID000000002149182","FIRSTCASH, INC."
"IID000000002180964","RAMCO-GERSHENSON PROPERTIES TRUST"
"IID000000002143182","HATTERAS FINANCIAL CORP."
"IID000000002127391","MEGGITT PLC"
"IID000000002185082","STUDENT TRANSPORTATION INC."
"IID000000002181237","Rejlers AB (publ)"
"IID000000002141104","Kingsoft Corporation Limited"
"IID000000002223549","The Export-Import Bank of Korea"
"IID000000002176916","LABORATORIO REIG JOFRE, S.A."
"IID000000002176831","NATIONAL ENERGY GROUP, INC."
"IID000000002173167","Kuoni Reisen Holding AG"
"IID000000002147399","M J GLEESON GROUP LIMITED"
"IID000000002143918","ORANGE BELGIUM SA"
"IID000000002174795","Mansoura Poultry Co SAE"
"IID000000002227358","Scotiabank Uruguay S.A."
"IID000000002174925","Marubeni Corporation"
"IID000000002183142","SEMPRA ENERGY"
"IID000000002171124","INVENTEC CORPORATION"
"IID000000002132102","USS Co.,Ltd."
"IID000000002135102","DARTY PLC"
"IID000000002141686","CINEWORLD GROUP PLC"
"IID000000002132972","Takara Leben CO., LTD."
"IID000000002145234","ORITANI FINANCIAL CORP."
"IID000000002142157","GUANGDONG HEC TECHNOLOGY HOLDING CO., LTD"
"IID000000002140347","CAPITAL CITY BANK GROUP, INC."
"IID000000002124016","ALEXANDRIA REAL ESTATE EQUITIES, INC."
"IID000000002227319","KANSAI INTERNATIONAL AIRPORT LAND COMPANY,LTD."
"IID000000002172765","KINGSPAN GROUP PUBLIC LIMITED COMPANY"
"IID000000002224837","GOLDMAN, SACHS & CO."
"IID000000002125609","FRASERS PROPERTY LIMITED"
"IID000000002128022","Mazor Robotics Ltd"
"IID000000002225818","DIVA SYSTEMS CORPORATION"
"IID000000002146123","Joint stock company KazMunaiGas Exploration Production"
"IID000000002178208","OP Financial Ltd"
"IID000000002226599","Nordea Bank AB (publ) (New York Branch)"
"IID000000002164717","Mahindra EPC Irrigation Ltd"
"IID000000002186528","TEMPUR SEALY INTERNATIONAL, INC."
"IID000000002140725","CYTRX CORPORATION"
"IID000000002142817","IG GROUP HOLDINGS PLC"
"IID000000002142661","MERCURIES & ASSOCIATES HOLDING, LTD."
"IID000000002162310","Coca-Cola East Japan Co.,Ltd."
"IID000000002126223","INDEPENDENCE HOLDING COMPANY"
"IID000000002164021","DIALOG AXIATA PLC"
"IID000000002166382","FILINVEST DEVELOPMENT CORPORATION"
"IID000000002227027","Tokyo Metro Co., Ltd."
"IID000000002152732","NIKKON Holdings Co.,Ltd."
"IID000000002160635","Coca-Cola Bottlers Japan Inc."
"IID000000002134340","Enagas, S.A."
"IID000000002200800","ALLY FINANCIAL INC."
"IID000000002173426","LAIRD PLC"
"IID000000002190655","BGC PARTNERS, INC."
"IID000000002160643","CONMED CORPORATION"
"IID000000002173502","Lanka Milk Foods (CWE) PLC"
"IID000000002173340","LPP SA"
"IID000000002152852","PETRA DIAMONDS LIMITED"
"IID000000002203372","XINYUAN REAL ESTATE CO., LTD."
"IID000000002186751","JIANGMEN SUGARCANE CHEMICAL FACTORY (GROUP) CO., LTD"
"IID000000002202097","ORCO PROPERTY GROUP SA"
"IID000000002169027","HARVEY NORMAN HOLDINGS LTD"
"IID000000002187620","Tutunski Kombinat AD Prilep"
"IID000000002170680","INNODIS LTD"
"IID000000002176315","My EG Services Bhd"
"IID000000002135016","Fortune Ng Fung Food (Hebei) Co., Ltd."
"IID000000002154139","VECTOR GROUP LTD."
"IID000000002181958","Sangetsu Corporation"
"IID000000002148687","MCDONALD'S CORPORATION"
"IID000000002137059","Cytosorbents Corp"
"IID000000002140178","WAL-MART STORES, INC."
"IID000000002180794","RINGER HUT CO.,LTD."
"IID000000002133191","NAVITAS LIMITED"
"IID000000002129791","Hoteli Makarska dd"
"IID000000002132022","CARTER'S, INC."
"IID000000002129769","Tait Marketing & Distribution Co., Ltd."
"IID000000002140544","Gunnebo Aktiebolag"
"IID000000002185168","Sumitomo Mitsui Financial Group, Inc."
"IID000000002158808","Bronco Billy Co Ltd"
"IID000000002185412","Optex Systems Holdings Inc"
"IID000000002227163","INTERBANCA S.P.A."
"IID000000002162620","Chilena Consolidada Seguros Generales S.A."
"IID000000002148668","MERITAGE HOMES CORPORATION"
"IID000000002140915","BRISTOW GROUP INC."
"IID000000002136400","KILROY REALTY CORPORATION"
"IID000000002178395","ORMAT INDUSTRIES LTD."
"IID000000002164431","DRILLSEARCH ENERGY LIMITED"
"IID000000002124066","PT Bank Bukopin Tbk"
"IID000000002170013","IQVIA INC."
"IID000000002163512","THE DAEGU BANK LTD"
"IID000000002154237","GARANTI FAKTORING ANONIM SIRKETI"
"IID000000002167245","Global-Dining Inc"
"IID000000002136811","ARCA BIOPHARMA, INC."
"IID000000002149429","ISRAMCO, INC."
"IID000000002130795","BenQ Materials Corporation"
"IID000000002163522","Daekyo Co Ltd"
"IID000000002134870","DUNELM GROUP PLC"
"IID000000002132262","Axel Springer Aktiengesellschaft"
"IID000000002165660","ESSEX PROPERTY TRUST, INC."
"IID000000002127078","Jeronimo Martins, SGPS, S.A"
"IID000000002203003","CORENERGY INFRASTRUCTURE TRUST, INC."
"IID000000002177641","NORTHWEST BANCSHARES, INC."
"IID000000002190075","Yanzhou Coal Mining Company Limited"
"IID000000002123741","Koninklijke BAM Groep N.V."
"IID000000002226982","CAYMADRID INTERNATIONAL LTD."
"IID000000002186626","Test Research, Inc."
"IID000000002168493","GUARANTY BANCSHARES, INC."
"IID000000002177859","OKAMOTO INDUSTRIES,INC."
"IID000000002148771","Beiersdorf Aktiengesellschaft"
"IID000000002190068","Yangzijiang Shipbuilding (Holdings) Ltd."
"IID000000002171617","PERENNIAL REAL ESTATE HOLDINGS LIMITED"
"IID000000002200074","Credit Suisse AG (St Peter Port Branch)"
"IID000000002181589","Roche Holding AG"
"IID000000002173437","PHILIP MORRIS (PAKISTAN) LIMITED"
"IID000000002132157","POSCO CHEMICAL CO., LTD."
"IID000000002175864","Mitsui Sugar Co., Ltd."
"IID000000002134916","SHANGHAI JIAODA ONLLY CO., LTD"
"IID000000002124244","ENCORE CAPITAL GROUP, INC."
"IID000000002151526","GROUPE PARTOUCHE S.A."
"IID000000002189728","WOODSIDE PETROLEUM LTD."
"IID000000002132902","ELITE PHARMACEUTICALS, INC."
"IID000000002132122","Yodogawa Steel Works,Ltd."
"IID000000002168374","XPO LOGISTICS EUROPE SA"
"IID000000002182103","SHIMA SEIKI MFG.,LTD."
"IID000000002132251","adesso AG"
"IID000000002134342","TAIYO BUSSAN KAISHA,LTD."
"IID000000002133628","Berner Kantonalbank AG"
